SMB-w1-l1_131201,0.303879947
SMB-w1-l1_final,0.303879947
SMB-w1-l2_final,0.210132365
SMB-w1-l3_final,0.447718806
SMB-w2-l1_final,0.300557055
SMB-w2-l3_final,0.293388578
SMB-w3-l1_final,0.333619827
SMB-w3-l2_final,0.286387296
SMB-w3-l3_final,0.363419826
SMB-w4-l1_final,0.146361649
SMB-w4-l2_final,0.147619633
SMB-w4-l3_final,0.284249066
SMB-w5-l1_final,0.389312944
SMB-w5-l2_final,0.300557055
SMB-w5-l3_final,0.491154212
SMB-w6-l1_final,0.254233813
SMB-w6-l2_final,0.198105032
SMB-w6-l3_final,0.16771556
SMB-w7-l1_final,0.486810672
SMB-w7-l3_final,0.293388578
SMB-w8-l1_final,0.163833284
SMB-w8-l2_final,0.429303795
SMB-w8-l3_final,0.309937656
